:START_ID,:TYPE,:END_ID,rel_type
申丛,参与,申丛折秦宗权足,entity_event
秦宗权,参与,申丛折秦宗权足,entity_event
申丛,参与,申丛将槛送秦宗权于京师,entity_event
秦宗权,参与,申丛将槛送秦宗权于京师,entity_event
京师,参与,申丛将槛送秦宗权于京师,entity_event
庞师古,参与,别遣庞师古攻徐州,entity_event
徐州,参与,别遣庞师古攻徐州,entity_event
司徒王朗,参与,司徒王朗薨,entity_event
诸葛亮,参与,诸葛亮围陈仓,entity_event
陈仓,参与,诸葛亮围陈仓,entity_event
曹真,参与,曹真遣将军费曜等拒之,entity_event
费曜,参与,曹真遣将军费曜等拒之,entity_event
陈仓,参与,曹真遣将军费曜等拒之,entity_event
公孙恭,参与,公孙恭兄子渊劫夺恭位,entity_event
渊,参与,公孙恭兄子渊劫夺恭位,entity_event
渊,参与,渊领辽东太守,entity_event
辽东太守,参与,渊领辽东太守,entity_event
秦王,参与,秦王素骄,entity_event
秦王,参与,秦王多不轨,entity_event
秦王,参与,秦王成祸,entity_event
秦王,参与,秦王祸由泽始,entity_event
泽,参与,秦王祸由泽始,entity_event
晋高祖,参与,晋高祖入立,entity_event
晋高祖,参与,晋高祖召王权为太常少卿,entity_event
王权,参与,晋高祖召王权为太常少卿,entity_event
太常少卿,参与,晋高祖召王权为太常少卿,entity_event
王权,参与,王权以疾卒于家,entity_event
全忠,参与,全忠阴赂浚,entity_event
浚,参与,全忠阴赂浚,entity_event
浚,参与,持其议益坚,entity_event
昭宗,参与,昭宗以浚为太原四面行营兵马都统,entity_event
浚,参与,昭宗以浚为太原四面行营兵马都统,entity_event
太原四面行营兵马都统,参与,昭宗以浚为太原四面行营兵马都统,entity_event
韩建,参与,韩建为副使,entity_event
副使,参与,韩建为副使,entity_event
高祖,参与,高祖即位,entity_event
高祖,参与,高祖以维翰为翰林学士,entity_event
维翰,参与,高祖以维翰为翰林学士,entity_event
高祖,参与,高祖以维翰为礼部侍郎,entity_event
维翰,参与,高祖以维翰为礼部侍郎,entity_event
高祖,参与,高祖以维翰为知枢密院事,entity_event
维翰,参与,高祖以维翰为知枢密院事,entity_event
维翰,参与,维翰迁中书侍郎,entity_event
琳,参与,琳女又为陈留王皇后,entity_event
陈留王皇后,参与,琳女又为陈留王皇后,entity_event
琳,参与,琳已没,entity_event
刘,参与,封琳妻刘为广阳乡君,entity_event
广阳乡君,参与,封琳妻刘为广阳乡君,entity_event
琳,参与,封琳妻刘为广阳乡君,entity_event
文昭甄皇后,参与,文昭甄皇后，中山无极人,entity_event
中山无极,参与,文昭甄皇后，中山无极人,entity_event
明帝,参与,明帝母,entity_event
文昭甄皇后,参与,明帝母,entity_event
汉太保甄邯,参与,汉太保甄邯后也,entity_event
文昭甄皇后,参与,汉太保甄邯后也,entity_event
逸,参与,父逸，上蔡令,entity_event
上蔡令,参与,父逸，上蔡令,entity_event
慕容彦超,参与,慕容彦超是吐谷浑部人,entity_event
吐谷浑部,参与,慕容彦超是吐谷浑部人,entity_event
微,参与,微卒，子报丁立,entity_event
报丁,参与,微卒，子报丁立,entity_event
重华,参与,重华父曰瞽叟,entity_event
瞽叟,参与,重华父曰瞽叟,entity_event
瞽叟,参与,瞽叟父曰桥牛,entity_event
桥牛,参与,瞽叟父曰桥牛,entity_event
桥牛,参与,桥牛父曰句望,entity_event
句望,参与,桥牛父曰句望,entity_event
句望,参与,句望父曰敬康,entity_event
敬康,参与,句望父曰敬康,entity_event
敬康,参与,敬康父曰穷蝉,entity_event
穷蝉,参与,敬康父曰穷蝉,entity_event
穷蝉,参与,穷蝉父曰帝颛顼,entity_event
帝颛顼,参与,穷蝉父曰帝颛顼,entity_event
帝颛顼,参与,帝颛顼父曰昌意,entity_event
昌意,参与,帝颛顼父曰昌意,entity_event
舜,参与,以至舜七世矣,entity_event
张仪,参与,张仪已死,entity_event
齐王,参与,齐王使使告相田婴,entity_event
田婴,参与,齐王使使告相田婴,entity_event
楚王,参与,楚王愿太子之会于宋以成婚,entity_event
太子,参与,楚王愿太子之会于宋以成婚,entity_event
宋,参与,楚王愿太子之会于宋以成婚,entity_event
田婴,参与,田婴遣人谢,entity_event
田婴,参与,田婴不敢辞,entity_event
田婴,参与,田婴乃之宋,entity_event
宋,参与,田婴乃之宋,entity_event
田婴,参与,田婴与楚太子婚,entity_event
楚太子,参与,田婴与楚太子婚,entity_event
乐池,参与,乐池相秦,entity_event
秦,参与,乐池相秦,entity_event
韩,参与,韩赵魏燕齐帅匈奴共攻秦,entity_event
赵,参与,韩赵魏燕齐帅匈奴共攻秦,entity_event
魏,参与,韩赵魏燕齐帅匈奴共攻秦,entity_event
燕,参与,韩赵魏燕齐帅匈奴共攻秦,entity_event
齐,参与,韩赵魏燕齐帅匈奴共攻秦,entity_event
匈奴,参与,韩赵魏燕齐帅匈奴共攻秦,entity_event
秦,参与,韩赵魏燕齐帅匈奴共攻秦,entity_event
秦,参与,秦使庶长疾与战修鱼,entity_event
庶长疾,参与,秦使庶长疾与战修鱼,entity_event
修鱼,参与,秦使庶长疾与战修鱼,entity_event
秦,参与,虏其将申差,entity_event
申差,参与,虏其将申差,entity_event
秦,参与,败赵公子渴,entity_event
赵公子渴,参与,败赵公子渴,entity_event
秦,参与,败韩太子奂,entity_event
韩太子奂,参与,败韩太子奂,entity_event
秦,参与,斩首八万二千,entity_event
龙敏,参与,龙敏字欲讷,entity_event
龙敏,参与,龙敏是幽州永清人,entity_event
幽州永清,参与,龙敏是幽州永清人,entity_event
龙敏,参与,龙敏少仕州,entity_event
龙敏,参与,龙敏摄参军,entity_event
刘守光,参与,刘守光乱,entity_event
龙敏,参与,龙敏避之沧州,entity_event
沧州,参与,龙敏避之沧州,entity_event
龙敏,参与,龙敏客于梁,entity_event
梁,参与,龙敏客于梁,entity_event
龙敏,参与,龙敏久不调,entity_event
龙敏,参与,龙敏素善冯道,entity_event
冯道,参与,龙敏素善冯道,entity_event
道,参与,道为唐庄宗从事,entity_event
唐庄宗,参与,道为唐庄宗从事,entity_event
龙敏,参与,龙敏潜往依之,entity_event
冯道,参与,龙敏潜往依之,entity_event
震,参与,震为人纯质,entity_event
震,参与,震少好学,entity_event
震,参与,震通《左氏春秋》,entity_event
《左氏春秋》,参与,震通《左氏春秋》,entity_event
震,参与,震喜作诗,entity_event
震,参与,震善书,entity_event
震,参与,震为刺史,entity_event
刺史,参与,震为刺史,entity_event
震,参与,震以廉平为政有声,entity_event
震,参与,震迁冀州刺史,entity_event
冀州刺史,参与,震迁冀州刺史,entity_event
震,参与,震兼北面水陆转运使,entity_event
北面水陆转运使,参与,震兼北面水陆转运使,entity_event
将士,参与,将士百姓俱呼万岁,entity_event
百姓,参与,将士百姓俱呼万岁,entity_event
允,参与,入为监察御史,entity_event
允,参与,累迁水部员外郎,entity_event
允,参与,知制诰,entity_event
废帝皇子重美,参与,废帝皇子重美为河南尹,entity_event
河南尹,参与,废帝皇子重美为河南尹,entity_event
废帝皇子重美,参与,掌六军,entity_event
六军,参与,掌六军,entity_event
允,参与,以允刚介,entity_event
刚介,参与,以允刚介,entity_event
允,参与,拜允给事中,entity_event
给事中,参与,拜允给事中,entity_event
允,参与,为六军判官,entity_event
六军判官,参与,为六军判官,entity_event
允,参与,罢,entity_event
允,参与,迁左散骑常侍,entity_event
晋出帝,参与,晋出帝纳玉姊为后,entity_event
玉姊,参与,晋出帝纳玉姊为后,entity_event
玉,参与,玉以后戚知制诰,entity_event
制诰,参与,玉以后戚知制诰,entity_event
玉,参与,玉拜中书舍人,entity_event
中书舍人,参与,玉拜中书舍人,entity_event
玉,参与,玉不知书,entity_event
玉,参与,玉与殷鹏同为舍人,entity_event
殷鹏,参与,玉与殷鹏同为舍人,entity_event
舍人,参与,玉与殷鹏同为舍人,entity_event
制诰,参与,制诰常遣鹏代作,entity_event
鹏,参与,制诰常遣鹏代作,entity_event
实体1,参与,事件描述,entity_event
实体2,参与,事件描述,entity_event
齐,参与,徇齐至北海，多所残灭,entity_event
北海,参与,徇齐至北海，多所残灭,entity_event
齐人,参与,齐人相聚而叛之,entity_event
田荣,参与,田荣弟田横收齐亡卒得数万人,entity_event
田横,参与,田荣弟田横收齐亡卒得数万人,entity_event
齐亡卒,参与,田荣弟田横收齐亡卒得数万人,entity_event
田荣,参与,田荣弟田横反城阳,entity_event
田横,参与,田荣弟田横反城阳,entity_event
城阳,参与,田荣弟田横反城阳,entity_event
项王,参与,项王因留,entity_event
大和三年,参与,大和三年出镇金陵,entity_event
金陵,参与,大和三年出镇金陵,entity_event
景通,参与,留其子景通为司徒同平章事,entity_event
司徒,参与,留其子景通为司徒同平章事,entity_event
同平章事,参与,留其子景通为司徒同平章事,entity_event
王令谋,参与,以王令谋为左仆射同平章事,entity_event
左仆射,参与,以王令谋为左仆射同平章事,entity_event
同平章事,参与,以王令谋为左仆射同平章事,entity_event
宋齐丘,参与,以宋齐丘为右仆射同平章事,entity_event
右仆射,参与,以宋齐丘为右仆射同平章事,entity_event
同平章事,参与,以宋齐丘为右仆射同平章事,entity_event
四年,参与,四年封昪东海郡王,entity_event
昪,参与,四年封昪东海郡王,entity_event
东海郡王,参与,四年封昪东海郡王,entity_event
祚,参与,祚性骁雄尚气任侠,entity_event
魏正光,参与,魏正光中陇右贼起,entity_event
陇右,参与,魏正光中陇右贼起,entity_event
贼,参与,魏正光中陇右贼起,entity_event
魏正光,参与,诏雍州刺史元猛讨贼,entity_event
雍州刺史,参与,诏雍州刺史元猛讨贼,entity_event
元猛,参与,诏雍州刺史元猛讨贼,entity_event
贼,参与,诏雍州刺史元猛讨贼,entity_event
狼家,参与,召募狼家以为军导,entity_event
军导,参与,召募狼家以为军导,entity_event
祚,参与,祚应选,entity_event
公,参与,坐而运策，公不如义,entity_event
义,参与,坐而运策，公不如义,entity_event
军中,参与,下令军中,entity_event
猛,参与,猛如虎,entity_event
虎,参与,猛如虎,entity_event
很,参与,很如羊,entity_event
羊,参与,很如羊,entity_event
贪,参与,贪如狼,entity_event
狼,参与,贪如狼,entity_event
彊不可使者,参与,彊不可使者，皆斩之,entity_event
斩之,参与,彊不可使者，皆斩之,entity_event
其子,参与,遣其子宋襄相齐,entity_event
宋襄,参与,遣其子宋襄相齐,entity_event
相齐,参与,遣其子宋襄相齐,entity_event
身,参与,身送之至无盐,entity_event
送之,参与,身送之至无盐,entity_event
无盐,参与,身送之至无盐,entity_event
饮酒,参与,饮酒高会,entity_event
高会,参与,饮酒高会,entity_event
温牙,参与,令温牙将邵珂,entity_event
邵珂,参与,令温牙将邵珂,entity_event
邵珂,参与,邵珂素骄很难制,entity_event
令温,参与,令温夺其职,entity_event
邵珂,参与,令温夺其职,entity_event
珂,参与,珂闲居无憀,entity_event
珂,参与,珂阴使人亡入契丹,entity_event
契丹,参与,珂阴使人亡入契丹,entity_event
珂,参与,珂言贝州积粟多而无兵守,entity_event
贝州,参与,珂言贝州积粟多而无兵守,entity_event
贝州,参与,可取贝州,entity_event
李仁矩,参与,李仁矩不知其世家,entity_event
李仁矩,参与,李仁矩少事明宗为客将,entity_event
明宗,参与,李仁矩少事明宗为客将,entity_event
明宗,参与,明宗即位,entity_event
明宗,参与,明宗以为客省使、左卫大将军,entity_event
客省使,参与,明宗以为客省使、左卫大将军,entity_event
左卫大将军,参与,明宗以为客省使、左卫大将军,entity_event
元韶,参与,元韶是魏孝庄之侄,entity_event
魏孝庄,参与,元韶是魏孝庄之侄,entity_event
元韶,参与,元韶避尔朱之难,entity_event
尔朱,参与,元韶避尔朱之难,entity_event
元韶,参与,元韶匿于嵩山,entity_event
嵩山,参与,元韶匿于嵩山,entity_event
尔朱荣,参与,尔朱荣将入洛,entity_event
父劭,参与,父劭恐,entity_event
父劭,参与,父劭以韶寄所亲荥阳太守郑仲明,entity_event
韶,参与,父劭以韶寄所亲荥阳太守郑仲明,entity_event
郑仲明,参与,父劭以韶寄所亲荥阳太守郑仲明,entity_event
太宗,参与,太宗二十二年已降拔野古,entity_event
拔野古,参与,太宗二十二年已降拔野古,entity_event
袁绍,参与,袁绍见洪,entity_event
洪,参与,袁绍见洪,entity_event
袁绍,参与,袁绍重用洪,entity_event
洪,参与,袁绍重用洪,entity_event
袁绍,参与,袁绍使洪领青州,entity_event
洪,参与,袁绍使洪领青州,entity_event
青州,参与,袁绍使洪领青州,entity_event
洪,参与,洪在青州任职两年,entity_event
青州,参与,洪在青州任职两年,entity_event
洪,参与,洪平定群盗,entity_event
群盗,参与,洪平定群盗,entity_event
帝禹,参与,帝禹东巡狩,entity_event
帝禹,参与,帝禹崩于会稽,entity_event
会稽,参与,帝禹崩于会稽,entity_event
帝禹,参与,帝禹将天下授予益,entity_event
益,参与,帝禹将天下授予益,entity_event
益,参与,益让位于启,entity_event
启,参与,益让位于启,entity_event
益,参与,益居住于箕山之阳,entity_event
箕山之阳,参与,益居住于箕山之阳,entity_event
天下,参与,天下归属启,entity_event
启,参与,天下归属启,entity_event
陈婴,参与,陈婴是东阳令史,entity_event
东阳令史,参与,陈婴是东阳令史,entity_event
陈婴,参与,陈婴居县中,entity_event
陈婴,参与,陈婴素信谨,entity_event
陈婴,参与,陈婴称为长者,entity_event
东阳少年,参与,东阳少年杀其令,entity_event
令,参与,东阳少年杀其令,entity_event
陈婴,参与,陈婴为东阳少年所请,entity_event
东阳少年,参与,陈婴为东阳少年所请,entity_event
王景仁,参与,王景仁少有胆气,entity_event
王景仁,参与,王景仁善骑射,entity_event
王景仁,参与,王景仁为军中所服,entity_event
军中,参与,王景仁为军中所服,entity_event
王景仁,参与,王景仁身长八尺,entity_event
王景仁,参与,王景仁膂力绝人,entity_event
王景仁,参与,王景仁为人骁勇,entity_event
朱温,参与,朱温令王景仁侍酒,entity_event
王景仁,参与,朱温令王景仁侍酒,entity_event
温,参与,温自立为帝,entity_event
显祖,参与,显祖从之,entity_event
帝,参与,践祚,entity_event
谮毁之者,参与,谮毁之者犹不息,entity_event
帝,参与,帝令都督陈山提等搜暹家,entity_event
都督陈山提,参与,帝令都督陈山提等搜暹家,entity_event
暹家,参与,帝令都督陈山提等搜暹家,entity_event
暹家,参与,暹家甚贫匮,entity_event
高祖,参与,唯得高祖、世宗与暹书千馀纸,entity_event
世宗,参与,唯得高祖、世宗与暹书千馀纸,entity_event
暹,参与,唯得高祖、世宗与暹书千馀纸,entity_event
书,参与,唯得高祖、世宗与暹书千馀纸,entity_event
书,参与,书多论军国大事,entity_event
军国大事,参与,书多论军国大事,entity_event
崔暹,参与,崔暹是博陵安平人,entity_event
博陵安平,参与,崔暹是博陵安平人,entity_event
太子,参与,为太子舍人,entity_event
常侍,参与,为太子舍人,entity_event
常侍,参与,兼常侍,entity_event
陈,参与,聘陈使副,entity_event
使副,参与,聘陈使副,entity_event
泾阳县男,参与,袭爵泾阳县男,entity_event
浑,参与,浑与弟绘、纬俱为聘梁使主,entity_event
绘,参与,浑与弟绘、纬俱为聘梁使主,entity_event
纬,参与,浑与弟绘、纬俱为聘梁使主,entity_event
梁,参与,浑与弟绘、纬俱为聘梁使主,entity_event
聘使主,参与,浑与弟绘、纬俱为聘梁使主,entity_event
湛,参与,湛又为使副,entity_event
使副,参与,湛又为使副,entity_event
赵郡人士,参与,赵郡人士目为四使之门,entity_event
四使之门,参与,赵郡人士目为四使之门,entity_event
秉,参与,秉薨,entity_event
兰,参与,子兰嗣,entity_event
兰,参与,兰少有才学,entity_event
兰,参与,兰为奉车都尉,entity_event
奉车都尉,参与,兰为奉车都尉,entity_event
兰,参与,兰为游击将军,entity_event
游击将军,参与,兰为游击将军,entity_event
兰,参与,兰加散骑常侍,entity_event
散骑常侍,参与,兰加散骑常侍,entity_event
兰,参与,兰薨,entity_event
晖,参与,子晖嗣,entity_event
秉,参与,分秉爵,entity_event
兰,参与,封兰弟琳为列侯,entity_event
琳,参与,封兰弟琳为列侯,entity_event
列侯,参与,封兰弟琳为列侯,entity_event
琳,参与,琳官至步兵校尉,entity_event
步兵校尉,参与,琳官至步兵校尉,entity_event
景公,参与,景公立四十年卒,entity_event
哀公,参与,子哀公立,entity_event
景公,参与,子哀公立,entity_event
子,参与,子复来归秦,entity_event
秦,参与,子复来归秦,entity_event
楚公子弃疾,参与,楚公子弃疾弑灵王,entity_event
灵王,参与,楚公子弃疾弑灵王,entity_event
楚公子弃疾,参与,楚公子弃疾自立,entity_event
楚公子弃疾,参与,楚公子弃疾自立为平王,entity_event
平王,参与,楚公子弃疾自立为平王,entity_event
楚平王,参与,楚平王来求秦女,entity_event
秦女,参与,楚平王来求秦女,entity_event
楚平王,参与,楚平王为太子建妻,entity_event
太子建,参与,楚平王为太子建妻,entity_event
王延,参与,王延少好学,entity_event
王延,参与,王延以赋谒梁相李琪,entity_event
李琪,参与,王延以赋谒梁相李琪,entity_event
李琪,参与,李琪称誉王延,entity_event
王延,参与,李琪称誉王延,entity_event
李琪,参与,李琪荐王延为即墨县令,entity_event
王延,参与,李琪荐王延为即墨县令,entity_event
即墨县令,参与,李琪荐王延为即墨县令,entity_event
冯道,参与,冯道作相,entity_event
冯道,参与,冯道与王延故人,entity_event
王延,参与,冯道与王延故人,entity_event
冯道,参与,冯道召拜王延为左补阙,entity_event
王延,参与,冯道召拜王延为左补阙,entity_event
左补阙,参与,冯道召拜王延为左补阙,entity_event
铁骑,参与,铁骑能骑射,entity_event
铁骑,参与,铁骑以射虎豹,entity_event
铁骑,参与,铁骑有胆略,entity_event
铁骑,参与,铁骑累迁平西将军,entity_event
平西将军,参与,铁骑累迁平西将军,entity_event
高祖,参与,高祖起义,entity_event
常,参与,常为附化守,entity_event
附化守,参与,常为附化守,entity_event
铁骑,参与,铁骑与万俟受洛干东归,entity_event
万俟受洛干,参与,铁骑与万俟受洛干东归,entity_event
上,参与,上为抚军,entity_event
抚军,参与,上为抚军,entity_event
魏静帝,参与,魏静帝讲《孝经》,entity_event
《孝经》,参与,魏静帝讲《孝经》,entity_event
素,参与,素长笔札,entity_event
尤,参与,尤能传受,entity_event
缉缀词议,参与,缉缀词议,entity_event
简举可观,参与,简举可观,entity_event
魏静帝,参与,魏静帝讲《礼记》,entity_event
《礼记》,参与,魏静帝讲《礼记》,entity_event
绘,参与,绘与从弟骞、裴伯茂、魏收、卢元明俱为录议,entity_event
从弟骞,参与,绘与从弟骞、裴伯茂、魏收、卢元明俱为录议,entity_event
裴伯茂,参与,绘与从弟骞、裴伯茂、魏收、卢元明俱为录议,entity_event
魏收,参与,绘与从弟骞、裴伯茂、魏收、卢元明俱为录议,entity_event
卢元明,参与,绘与从弟骞、裴伯茂、魏收、卢元明俱为录议,entity_event
龙骧将军,参与,以军功累迁龙骧将军,entity_event
灵州刺史,参与,以军功累迁灵州刺史,entity_event
高祖,参与,高祖举义,entity_event
尔朱天光,参与,尔朱天光率关右之众,entity_event
关右之众,参与,尔朱天光率关右之众,entity_event
尔朱天光,参与,尔朱天光与仲远等北抗义师,entity_event
仲远,参与,尔朱天光与仲远等北抗义师,entity_event
义师,参与,尔朱天光与仲远等北抗义师,entity_event
天光,参与,天光留祚东秦,entity_event
祚,参与,天光留祚东秦,entity_event
东秦,参与,天光留祚东秦,entity_event
天光,参与,天光总督三州,entity_event
三州,参与,天光总督三州,entity_event
天光,参与,天光镇静二州,entity_event
二州,参与,天光镇静二州,entity_event
纣,参与,纣曰我生不有命在天乎,entity_event
祖伊,参与,祖伊反曰纣不可谏矣,entity_event
纣,参与,祖伊反曰纣不可谏矣,entity_event
西伯,参与,西伯既卒,entity_event
周武王,参与,周武王东伐,entity_event
周武王,参与,周武王至盟津,entity_event
盟津,参与,周武王至盟津,entity_event
诸侯,参与,诸侯叛殷会周者八百,entity_event
殷,参与,诸侯叛殷会周者八百,entity_event
周,参与,诸侯叛殷会周者八百,entity_event
公季,参与,公季卒,entity_event
子昌,参与,子昌立,entity_event
公季,参与,子昌立,entity_event
昌,参与,是为西伯,entity_event
西伯,参与,是为西伯,entity_event
西伯,参与,西伯曰文王,entity_event
文王,参与,西伯曰文王,entity_event
宋齐丘,参与,宋齐丘为昪谋篡杨氏,entity_event
昪,参与,宋齐丘为昪谋篡杨氏,entity_event
杨氏,参与,宋齐丘为昪谋篡杨氏,entity_event
宋齐丘,参与,宋齐丘阳入九华山,entity_event
九华山,参与,宋齐丘阳入九华山,entity_event
昪,参与,昪屡招宋齐丘,entity_event
宋齐丘,参与,昪屡招宋齐丘,entity_event
宋齐丘,参与,宋齐丘出,entity_event
昪,参与,昪僭号,entity_event
齐丘,参与,齐丘以病罢相,entity_event
齐丘,参与,齐丘出为洪州节度使,entity_event
洪州节度使,参与,齐丘出为洪州节度使,entity_event
遇贤,参与,遇贤据白云洞,entity_event
白云洞,参与,遇贤据白云洞,entity_event
遇贤,参与,遇贤造宫室,entity_event
宫室,参与,遇贤造宫室,entity_event
遇贤,参与,遇贤有众十余万,entity_event
十余万,参与,遇贤有众十余万,entity_event
遇贤,参与,遇贤连陷诸县,entity_event
诸县,参与,遇贤连陷诸县,entity_event
景,参与,景遣严思,entity_event
严思,参与,景遣严思,entity_event
景,参与,景遣边镐,entity_event
边镐,参与,景遣边镐,entity_event
严思,参与,严思边镐率兵攻遇贤,entity_event
边镐,参与,严思边镐率兵攻遇贤,entity_event
兵,参与,严思边镐率兵攻遇贤,entity_event
遇贤,参与,严思边镐率兵攻遇贤,entity_event
冀州,参与,今以冀州之河东、河内、魏郡、赵国、中山、常山、钜鹿、安平、甘陵、平原凡十郡封君为魏公,entity_event
河东,参与,今以冀州之河东、河内、魏郡、赵国、中山、常山、钜鹿、安平、甘陵、平原凡十郡封君为魏公,entity_event
河内,参与,今以冀州之河东、河内、魏郡、赵国、中山、常山、钜鹿、安平、甘陵、平原凡十郡封君为魏公,entity_event
魏郡,参与,今以冀州之河东、河内、魏郡、赵国、中山、常山、钜鹿、安平、甘陵、平原凡十郡封君为魏公,entity_event
赵国,参与,今以冀州之河东、河内、魏郡、赵国、中山、常山、钜鹿、安平、甘陵、平原凡十郡封君为魏公,entity_event
中山,参与,今以冀州之河东、河内、魏郡、赵国、中山、常山、钜鹿、安平、甘陵、平原凡十郡封君为魏公,entity_event
常山,参与,今以冀州之河东、河内、魏郡、赵国、中山、常山、钜鹿、安平、甘陵、平原凡十郡封君为魏公,entity_event
钜鹿,参与,今以冀州之河东、河内、魏郡、赵国、中山、常山、钜鹿、安平、甘陵、平原凡十郡封君为魏公,entity_event
安平,参与,今以冀州之河东、河内、魏郡、赵国、中山、常山、钜鹿、安平、甘陵、平原凡十郡封君为魏公,entity_event
甘陵,参与,今以冀州之河东、河内、魏郡、赵国、中山、常山、钜鹿、安平、甘陵、平原凡十郡封君为魏公,entity_event
平原,参与,今以冀州之河东、河内、魏郡、赵国、中山、常山、钜鹿、安平、甘陵、平原凡十郡封君为魏公,entity_event
魏公,参与,今以冀州之河东、河内、魏郡、赵国、中山、常山、钜鹿、安平、甘陵、平原凡十郡封君为魏公,entity_event
君,参与,今以冀州之河东、河内、魏郡、赵国、中山、常山、钜鹿、安平、甘陵、平原凡十郡封君为魏公,entity_event
君,参与,锡君玄土,entity_event
白茅,参与,苴以白茅,entity_event
景,参与,景为太子,entity_event
太子,参与,景为太子,entity_event
延鲁,参与,延鲁等出入东宫,entity_event
东宫,参与,延鲁等出入东宫,entity_event
常梦锡,参与,常梦锡屡言不可使延鲁等近太子,entity_event
延鲁,参与,常梦锡屡言不可使延鲁等近太子,entity_event
太子,参与,常梦锡屡言不可使延鲁等近太子,entity_event
景,参与,景立,entity_event
延鲁,参与,延鲁用事,entity_event
梦锡,参与,梦锡排斥延鲁,entity_event
延鲁,参与,梦锡排斥延鲁,entity_event
延羲,参与,延羲弟延政自立于建州,entity_event
延政,参与,延羲弟延政自立于建州,entity_event
建州,参与,延羲弟延政自立于建州,entity_event
延政,参与,国号殷,entity_event
殷,参与,国号殷,entity_event
王氏兄弟,参与,王氏兄弟连兵累年,entity_event
闽,参与,闽大乱,entity_event
景,参与,景遣查文徽发兵攻建州,entity_event
查文徽,参与,景遣查文徽发兵攻建州,entity_event
建州,参与,景遣查文徽发兵攻建州,entity_event
景,参与,景遣待诏臧循发兵攻建州,entity_event
待诏臧循,参与,景遣待诏臧循发兵攻建州,entity_event
建州,参与,景遣待诏臧循发兵攻建州,entity_event
中更胡阳,参与,中更胡阳攻赵阏与,entity_event
赵阏与,参与,中更胡阳攻赵阏与,entity_event
中更胡阳,参与,中更胡阳不能取赵阏与,entity_event
赵阏与,参与,中更胡阳不能取赵阏与,entity_event
悼太子,参与,悼太子死魏,entity_event
魏,参与,悼太子死魏,entity_event
悼太子,参与,归葬芷阳,entity_event
芷阳,参与,归葬芷阳,entity_event
魏,参与,攻魏,entity_event
太祖,参与,太祖及袁绍等皆为校尉,entity_event
袁绍,参与,太祖及袁绍等皆为校尉,entity_event
校尉,参与,太祖及袁绍等皆为校尉,entity_event
并州刺史丁原,参与,并州刺史丁原遣杨将兵诣硕,entity_event
杨,参与,并州刺史丁原遣杨将兵诣硕,entity_event
硕,参与,并州刺史丁原遣杨将兵诣硕,entity_event
丁原,参与,丁原遣杨为假司马,entity_event
杨,参与,丁原遣杨为假司马,entity_event
假司马,参与,丁原遣杨为假司马,entity_event
灵帝,参与,灵帝崩,entity_event
硕,参与,硕为何进所杀,entity_event
何进,参与,硕为何进所杀,entity_event
楚怀王,参与,十年，楚怀王入朝秦,entity_event
秦,参与,十年，楚怀王入朝秦,entity_event
秦,参与,秦留楚怀王,entity_event
楚怀王,参与,秦留楚怀王,entity_event
薛文,参与,薛文以金受免,entity_event
楼缓,参与,楼缓为丞相,entity_event
丞相,参与,楼缓为丞相,entity_event
齐,参与,齐、韩、魏、赵、宋、中山五国共攻秦,entity_event
韩,参与,齐、韩、魏、赵、宋、中山五国共攻秦,entity_event
魏,参与,齐、韩、魏、赵、宋、中山五国共攻秦,entity_event
赵,参与,齐、韩、魏、赵、宋、中山五国共攻秦,entity_event
宋,参与,齐、韩、魏、赵、宋、中山五国共攻秦,entity_event
中山,参与,齐、韩、魏、赵、宋、中山五国共攻秦,entity_event
秦,参与,齐、韩、魏、赵、宋、中山五国共攻秦,entity_event
齐,参与,五国至盐氏而还,entity_event
韩,参与,五国至盐氏而还,entity_event
魏,参与,五国至盐氏而还,entity_event
赵,参与,五国至盐氏而还,entity_event
宋,参与,五国至盐氏而还,entity_event
中山,参与,五国至盐氏而还,entity_event
盐氏,参与,五国至盐氏而还,entity_event
汉高祖,参与,汉高祖即位,entity_event
汉高祖,参与,汉高祖徙赞镇永兴,entity_event
赞,参与,汉高祖徙赞镇永兴,entity_event
永兴,参与,汉高祖徙赞镇永兴,entity_event
赞,参与,赞入朝京师,entity_event
京师,参与,赞入朝京师,entity_event
赞,参与,赞留思绾兵数百人于永兴,entity_event
思绾,参与,赞留思绾兵数百人于永兴,entity_event
永兴,参与,赞留思绾兵数百人于永兴,entity_event
高祖,参与,高祖遣王景崇至永兴,entity_event
王景崇,参与,高祖遣王景崇至永兴,entity_event
永兴,参与,高祖遣王景崇至永兴,entity_event
王景崇,参与,王景崇与齐藏珍以兵迎回鹘,entity_event
齐藏珍,参与,王景崇与齐藏珍以兵迎回鹘,entity_event
回鹘,参与,王景崇与齐藏珍以兵迎回鹘,entity_event
高祖,参与,高祖阴以西事属之,entity_event
西事,参与,高祖阴以西事属之,entity_event
成公,参与,生子九人,entity_event
莫,参与,立其弟成公,entity_event
成公,参与,立其弟成公,entity_event
成公,参与,成公元年，梁伯、芮伯来朝,entity_event
梁伯,参与,成公元年，梁伯、芮伯来朝,entity_event
芮伯,参与,成公元年，梁伯、芮伯来朝,entity_event
齐桓公,参与,齐桓公伐山戎,entity_event
山戎,参与,齐桓公伐山戎,entity_event
齐桓公,参与,次于孤竹,entity_event
孤竹,参与,次于孤竹,entity_event
